,name,us_state,cost_of_living_index,cost_of_living_plus_rent_index,groceries_index,local_purchasing_power_index,rent_index,restaurant_price_index,last_updated_timestamp,cost_of_living_details
0,Akron,OH,61.51,43.19,62.82,95.09,21.92,51.34,2021-07-23 06:04:03.894450+00:00,"[{'currency': 'USD', 'details': [{'Item': 'Estimated Monthly Costs Without Rent', 'Range': 'N/A', 'Value': '821.21'}, {'Item': 'Meal, Inexpensive Restaurant', 'Range': '4.0-20.02', 'Value': '10.01'}, {'Item': 'Meal for 2 People, Mid-range Restaurant, Three-course', 'Range': '34.02-85.05', 'Value': '44.03'}, {'Item': 'McMeal at McDonalds (or Equivalent Combo Meal)', 'Range': '6.01-11.01', 'Value': '7.75'}, {'Item': 'Domestic Beer (1 pint draught)', 'Range': '2.0-11.01', 'Value': '3.0'}, {'Item': 'Imported Beer (12 oz small bottle)', 'Range': '3.0-11.01', 'Value': '4.0'}, {'Item': 'Cappuccino (regular)', 'Range': '1.99-11.01', 'Value': '3.4'}, {'Item': 'Coke/Pepsi (12 oz small bottle)', 'Range': '1.0-2.0', 'Value': '1.54'}, {'Item': 'Water (12 oz small bottle)', 'Range': '1.0-1.59', 'Value': '1.14'}, {'Item': 'Milk (regular), (1 gallon)', 'Range': '1.88-3.5', 'Value': '2.53'}, {'Item': 'Loaf of Fresh White Bread (1 lb)', 'Range': '1.0-2.8', 'Value': '1.71'}, {'Item': 'Rice (white), (1 lb)', 'Range': '1.0-2.25', 'Value': '1.71'}, {'Item': 'Eggs (regular) (12)', 'Range': '0.89-2.99', 'Value': '1.84'}, {'Item': 'Local Cheese (1 lb)', 'Range': '2.99-8.01', 'Value': '3.86'}, {'Item': 'Chicken Fillets (1 lb)', 'Range': '1.5-6.99', 'Value': '4.6'}, {'Item': 'Beef Round (1 lb) (or Equivalent Back Leg Red Meat)', 'Range': '4.99-6.01', 'Value': '5.29'}, {'Item': 'Apples (1 lb)', 'Range': '0.89-3.0', 'Value': '1.47'}, {'Item': 'Banana (1 lb)', 'Range': '0.4-1.0', 'Value': '0.58'}, {'Item': 'Oranges (1 lb)', 'Range': '1.0-4.0', 'Value': '1.91'}, {'Item': 'Tomato (1 lb)', 'Range': '1.0-3.0', 'Value': '2.05'}, {'Item': 'Potato (1 lb)', 'Range': '0.49-1.88', 'Value': '1.01'}, {'Item': 'Onion (1 lb)', 'Range': '0.49-2.0', 'Value': '0.77'}, {'Item': 'Lettuce (1 head)', 'Range': '1.0-1.6', 'Value': '1.28'}, {'Item': 'Water (1.5 liter bottle)', 'Range': '1.0-2.2', 'Value': '1.68'}, {'Item': 'Bottle of Wine (Mid-Range)', 'Range': '8.01-14.01', 'Value': '12.01'}, {'Item': 'Domestic Beer (0.5 liter bottle)', 'Range': '1.42-4.29', 'Value': '1.97'}, {'Item': 'Imported Beer (12 oz small bottle)', 'Range': '1.5-5.0', 'Value': '2.25'}, {'Item': 'Cigarettes 20 Pack (Marlboro)', 'Range': '6.01-8.01', 'Value': '8.01'}, {'Item': 'One-way Ticket (Local Transport)', 'Range': '1.25-2.0', 'Value': '1.25'}, {'Item': 'Monthly Pass (Regular Price)', 'Range': '50.03-50.03', 'Value': '50.03'}, {'Item': 'Taxi Start (Normal Tariff)', 'Range': '3.5-3.76', 'Value': '3.76'}, {'Item': 'Taxi 1 mile (Normal Tariff)', 'Range': '2.25-3.0', 'Value': '2.25'}, {'Item': 'Taxi 1hour Waiting (Normal Tariff)', 'Range': '17.01-30.01', 'Value': '20.02'}, {'Item': 'Gasoline (1 gallon)', 'Range': '1.59-2.93', 'Value': '2.39'}, {'Item': 'Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)', 'Range': '16009.51-23013.68', 'Value': '19511.6'}, {'Item': 'Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)', 'Range': '19011.3-23513.98', 'Value': '20512.19'}, {'Item': 'Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment', 'Range': '120.07-225.14', 'Value': '165.1'}, {'Item': '1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)', 'Range': '0.05-0.09', 'Value': '0.24'}, {'Item': 'Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)', 'Range': '50.03-150.08', 'Value': '68.94'}, {'Item': 'Fitness Club, Monthly Fee for 1 Adult', 'Range': '20.02-65.03', 'Value': '33.45'}, {'Item': 'Tennis Court Rent (1 Hour on Weekend)', 'Range': '4.0-25.01', 'Value': '14.51'}, {'Item': 'Cinema, International Release, 1 Seat', 'Range': '8.01-12.01', 'Value': '11.01'}, {'Item': 'Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child', 'Range': '700.41-800.48', 'Value': '750.44'}, {'Item': 'International Primary School, Yearly for 1 Child', 'Range': '6003.57-20011.9', 'Value': '13007.74'}, {'Item': '1 Pair of Jeans (Levis 501 Or Similar)', 'Range': '20.02-60.04', 'Value': '41.27'}, {'Item': '1 Summer Dress in a Chain Store (Zara, H&M, ...)', 'Range': '20.02-50.03', 'Value': '27.52'}, {'Item': '1 Pair of Nike Running Shoes (Mid-Range)', 'Range': '60.04-100.06', 'Value': '77.9'}, {'Item': '1 Pair of Men Leather Business Shoes', 'Range': '60.04-150.08', 'Value': '100.77'}, {'Item': 'Apartment (1 bedroom) in City Centre', 'Range': '500.3-1000.59', 'Value': '675.4'}, {'Item': 'Apartment (1 bedroom) Outside of Centre', 'Range': '550.33-750.44', 'Value': '622.25'}, {'Item': 'Apartment (3 bedrooms) in City Centre', 'Range': '850.51-1250.74', 'Value': '1017.27'}, {'Item': 'Apartment (3 bedrooms) Outside of Centre', 'Range': '800.48-1200.71', 'Value': '950.56'}, {'Item': 'Apartment (Shared Room in a 3 Bedrooms Apartment) in City Centre', 'Range': '283.51-416.92', 'Value': '339.08'}, {'Item': 'Apartment (Shared Room in a 3 Bedrooms Apartment) Outside of Centre', 'Range': '266.82-400.23', 'Value': '316.85'}, {'Item': 'Price per Square Feet to Buy Apartment in City Centre', 'Range': '93.66-100.06', 'Value': '97.83'}, {'Item': 'Price per Square Feet to Buy Apartment Outside of Centre', 'Range': '33.74-100.06', 'Value': '50.11'}, {'Item': 'Average Monthly Net Salary (After Tax)', 'Range': 'N/A', 'Value': '2673.58'}, {'Item': 'Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate', 'Range': '3.53-5.53', 'Value': '4.6'}]}]"
1,Albany,NY,71.27,54.47,68.54,100.38,34.96,78.90,2021-07-23 06:03:12.784457+00:00,"[{'currency': 'USD', 'details': [{'Item': 'Estimated Monthly Costs Without Rent', 'Range': 'N/A', 'Value': '923.09'}, {'Item': 'Meal, Inexpensive Restaurant', 'Range': '12.01-32.02', 'Value': '18.02'}, {'Item': 'Meal for 2 People, Mid-range Restaurant, Three-course', 'Range': '45.03-125.07', 'Value': '70.04'}, {'Item': 'McMeal at McDonalds (or Equivalent Combo Meal)', 'Range': '8.01-9.01', 'Value': '8.3'}, {'Item': 'Domestic Beer (1 pint draught)', 'Range': '3.5-8.01', 'Value': '4.0'}, {'Item': 'Imported Beer (12 oz small bottle)', 'Range': '6.01-8.01', 'Value': '6.5'}, {'Item': 'Cappuccino (regular)', 'Range': '1.5-5.0', 'Value': '3.72'}, {'Item': 'Coke/Pepsi (12 oz small bottle)', 'Range': '1.25-2.25', 'Value': '1.75'}, {'Item': 'Water (12 oz small bottle)', 'Range': '1.0-2.0', 'Value': '1.54'}, {'Item': 'Milk (regular), (1 gallon)', 'Range': '2.5-3.79', 'Value': '3.17'}, {'Item': 'Loaf of Fresh White Bread (1 lb)', 'Range': '1.55-3.0', 'Value': '2.48'}, {'Item': 'Rice (white), (1 lb)', 'Range': '0.75-2.0', 'Value': '1.31'}, {'Item': 'Eggs (regular) (12)', 'Range': '1.15-2.0', 'Value': '1.78'}, {'Item': 'Local Cheese (1 lb)', 'Range': '2.0-8.01', 'Value': '4.83'}, {'Item': 'Chicken Fillets (1 lb)', 'Range': '2.0-4.0', 'Value': '3.33'}, {'Item': 'Beef Round (1 lb) (or Equivalent Back Leg Red Meat)', 'Range': '3.99-7.01', 'Value': '5.31'}, {'Item': 'Apples (1 lb)', 'Range': '0.88-2.0', 'Value': '1.68'}, {'Item': 'Banana (1 lb)', 'Range': '0.49-2.0', 'Value': '0.61'}, {'Item': 'Oranges (1 lb)', 'Range': '0.49-4.99', 'Value': '2.38'}, {'Item': 'Tomato (1 lb)', 'Range': '1.5-3.0', 'Value': '2.43'}, {'Item': 'Potato (1 lb)', 'Range': '0.2-1.5', 'Value': '1.01'}, {'Item': 'Onion (1 lb)', 'Range': '0.49-2.0', 'Value': '1.08'}, {'Item': 'Lettuce (1 head)', 'Range': '0.99-1.99', 'Value': '1.47'}, {'Item': 'Water (1.5 liter bottle)', 'Range': '1.0-2.0', 'Value': '1.59'}, {'Item': 'Bottle of Wine (Mid-Range)', 'Range': '9.01-24.01', 'Value': '11.01'}, {'Item': 'Domestic Beer (0.5 liter bottle)', 'Range': '1.07-2.86', 'Value': '2.26'}, {'Item': 'Imported Beer (12 oz small bottle)', 'Range': '1.1-3.0', 'Value': '2.21'}, {'Item': 'Cigarettes 20 Pack (Marlboro)', 'Range': '8.01-12.01', 'Value': '11.01'}, {'Item': 'One-way Ticket (Local Transport)', 'Range': '1.5-3.0', 'Value': '1.5'}, {'Item': 'Monthly Pass (Regular Price)', 'Range': '30.01-65.03', 'Value': '55.04'}, {'Item': 'Taxi Start (Normal Tariff)', 'Range': '2.0-5.0', 'Value': '3.5'}, {'Item': 'Taxi 1 mile (Normal Tariff)', 'Range': '2.0-2.0', 'Value': '2.0'}, {'Item': 'Taxi 1hour Waiting (Normal Tariff)', 'Range': '20.02-40.02', 'Value': '30.01'}, {'Item': 'Gasoline (1 gallon)', 'Range': '2.24-3.06', 'Value': '2.57'}, {'Item': 'Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)', 'Range': '22013.08-23013.68', 'Value': '23013.68'}, {'Item': 'Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)', 'Range': '19794.76-21318.25', 'Value': '19969.59'}, {'Item': 'Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment', 'Range': '96.37-250.15', 'Value': '144.48'}, {'Item': '1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)', 'Range': '0.09-0.25', 'Value': '0.18'}, {'Item': 'Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)', 'Range': '55.04-80.05', 'Value': '69.3'}, {'Item': 'Fitness Club, Monthly Fee for 1 Adult', 'Range': '15.01-55.04', 'Value': '36.27'}, {'Item': 'Tennis Court Rent (1 Hour on Weekend)', 'Range': '15.01-40.02', 'Value': '28.35'}, {'Item': 'Cinema, International Release, 1 Seat', 'Range': '10.95-13.01', 'Value': '12.01'}, {'Item': 'Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child', 'Range': '400.23-1125.67', 'Value': '768.62'}, {'Item': 'International Primary School, Yearly for 1 Child', 'Range': 'N/A', 'Value': '3502.09'}, {'Item': '1 Pair of Jeans (Levis 501 Or Similar)', 'Range': '25.96-50.03', 'Value': '40.74'}, {'Item': '1 Summer Dress in a Chain Store (Zara, H&M, ...)', 'Range': '28.01-85.05', 'Value': '51.03'}, {'Item': '1 Pair of Nike Running Shoes (Mid-Range)', 'Range': '45.03-90.06', 'Value': '72.79'}, {'Item': '1 Pair of Men Leather Business Shoes', 'Range': '50.03-125.07', 'Value': '84.3'}, {'Item': 'Apartment (1 bedroom) in City Centre', 'Range': '1000.59-1300.77', 'Value': '1125.67'}, {'Item': 'Apartment (1 bedroom) Outside of Centre', 'Range': '800.48-1200.71', 'Value': '987.73'}, {'Item': 'Apartment (3 bedrooms) in City Centre', 'Range': '1350.8-2101.25', 'Value': '1586.66'}, {'Item': 'Apartment (3 bedrooms) Outside of Centre', 'Range': '1350.8-2001.18', 'Value': '1507.14'}, {'Item': 'Apartment (Shared Room in a 3 Bedrooms Apartment) in City Centre', 'Range': '450.26-700.41', 'Value': '528.89'}, {'Item': 'Apartment (Shared Room in a 3 Bedrooms Apartment) Outside of Centre', 'Range': '450.26-667.07', 'Value': '502.38'}, {'Item': 'Price per Square Feet to Buy Apartment in City Centre', 'Range': '141.42-142.42', 'Value': '141.9'}, {'Item': 'Price per Square Feet to Buy Apartment Outside of Centre', 'Range': '78.72-116.4', 'Value': '106.14'}, {'Item': 'Average Monthly Net Salary (After Tax)', 'Range': 'N/A', 'Value': '3559.11'}, {'Item': 'Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate', 'Range': '3.52-5.59', 'Value': '4.75'}]}]"
2,Albuquerque,NM,61.47,46.77,63.74,101.92,29.71,59.80,2021-07-23 06:04:03.870895+00:00,"[{'currency': 'USD', 'details': [{'Item': 'Estimated Monthly Costs Without Rent', 'Range': 'N/A', 'Value': '795.7'}, {'Item': 'Meal, Inexpensive Restaurant', 'Range': '8.01-20.02', 'Value': '13.01'}, {'Item': 'Meal for 2 People, Mid-range Restaurant, Three-course', 'Range': '35.02-55.04', 'Value': '45.03'}, {'Item': 'McMeal at McDonalds (or Equivalent Combo Meal)', 'Range': '7.01-10.01', 'Value': '8.0'}, {'Item': 'Domestic Beer (1 pint draught)', 'Range': '3.0-7.01', 'Value': '5.0'}, {'Item': 'Imported Beer (12 oz small bottle)', 'Range': '4.0-7.01', 'Value': '4.76'}, {'Item': 'Cappuccino (regular)', 'Range': '2.5-5.0', 'Value': '3.93'}, {'Item': 'Coke/Pepsi (12 oz small bottle)', 'Range': '1.25-2.25', 'Value': '1.75'}, {'Item': 'Water (12 oz small bottle)', 'Range': '1.0-2.0', 'Value': '1.18'}, {'Item': 'Milk (regular), (1 gallon)', 'Range': '2.0-4.5', 'Value': '2.85'}, {'Item': 'Loaf of Fresh White Bread (1 lb)', 'Range': '1.0-3.76', 'Value': '2.28'}, {'Item': 'Rice (white), (1 lb)', 'Range': '0.99-1.75', 'Value': '1.25'}, {'Item': 'Eggs (regular) (12)', 'Range': '1.0-2.5', 'Value': '1.91'}, {'Item': 'Local Cheese (1 lb)', 'Range': '3.0-7.01', 'Value': '5.0'}, {'Item': 'Chicken Fillets (1 lb)', 'Range': '1.9-4.19', 'Value': '3.43'}, {'Item': 'Beef Round (1 lb) (or Equivalent Back Leg Red Meat)', 'Range': '4.38-6.99', 'Value': '5.51'}, {'Item': 'Apples (1 lb)', 'Range': '1.3-2.5', 'Value': '1.88'}, {'Item': 'Banana (1 lb)', 'Range': '0.49-1.99', 'Value': '0.75'}, {'Item': 'Oranges (1 lb)', 'Range': '0.91-2.0', 'Value': '1.28'}, {'Item': 'Tomato (1 lb)', 'Range': '1.0-2.9', 'Value': '1.74'}, {'Item': 'Potato (1 lb)', 'Range': '0.89-2.0', 'Value': '0.99'}, {'Item': 'Onion (1 lb)', 'Range': '0.49-1.5', 'Value': '0.93'}, {'Item': 'Lettuce (1 head)', 'Range': '1.0-1.99', 'Value': '1.6'}, {'Item': 'Water (1.5 liter bottle)', 'Range': '1.0-3.0', 'Value': '1.86'}, {'Item': 'Bottle of Wine (Mid-Range)', 'Range': '8.01-16.01', 'Value': '10.01'}, {'Item': 'Domestic Beer (0.5 liter bottle)', 'Range': '1.72-4.29', 'Value': '3.17'}, {'Item': 'Imported Beer (12 oz small bottle)', 'Range': '1.5-5.0', 'Value': '3.76'}, {'Item': 'Cigarettes 20 Pack (Marlboro)', 'Range': '7.5-9.01', 'Value': '8.5'}, {'Item': 'One-way Ticket (Local Transport)', 'Range': '1.0-1.0', 'Value': '1.0'}, {'Item': 'Monthly Pass (Regular Price)', 'Range': '25.01-30.01', 'Value': '30.01'}, {'Item': 'Taxi Start (Normal Tariff)', 'Range': '2.5-2.5', 'Value': '2.5'}, {'Item': 'Taxi 1 mile (Normal Tariff)', 'Range': '2.2-2.6', 'Value': '2.2'}, {'Item': 'Taxi 1hour Waiting (Normal Tariff)', 'Range': '24.01-45.03', 'Value': '28.41'}, {'Item': 'Gasoline (1 gallon)', 'Range': '1.85-2.92', 'Value': '2.39'}, {'Item': 'Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)', 'Range': '21012.49-23013.68', 'Value': '22013.08'}, {'Item': 'Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)', 'Range': '19011.3-21012.49', 'Value': '19761.75'}, {'Item': 'Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment', 'Range': '82.39-200.12', 'Value': '134.36'}, {'Item': '1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)', 'Range': '0.09-0.29', 'Value': '0.16'}, {'Item': 'Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)', 'Range': '50.03-129.08', 'Value': '76.8'}, {'Item': 'Fitness Club, Monthly Fee for 1 Adult', 'Range': '12.01-75.04', 'Value': '34.54'}, {'Item': 'Tennis Court Rent (1 Hour on Weekend)', 'Range': '0.0-10.01', 'Value': '3.67'}, {'Item': 'Cinema, International Release, 1 Seat', 'Range': '9.01-15.01', 'Value': '12.01'}, {'Item': 'Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child', 'Range': '580.34-1000.59', 'Value': '753.58'}, {'Item': 'International Primary School, Yearly for 1 Child', 'Range': '13007.74-30017.84', 'Value': '20345.42'}, {'Item': '1 Pair of Jeans (Levis 501 Or Similar)', 'Range': '27.01-60.04', 'Value': '44.26'}, {'Item': '1 Summer Dress in a Chain Store (Zara, H&M, ...)', 'Range': '25.01-45.03', 'Value': '33.15'}, {'Item': '1 Pair of Nike Running Shoes (Mid-Range)', 'Range': '40.02-95.06', 'Value': '65.37'}, {'Item': '1 Pair of Men Leather Business Shoes', 'Range': '35.02-120.07', 'Value': '77.8'}, {'Item': 'Apartment (1 bedroom) in City Centre', 'Range': '650.39-1200.71', 'Value': '874.4'}, {'Item': 'Apartment (1 bedroom) Outside of Centre', 'Range': '500.3-900.54', 'Value': '690.86'}, {'Item': 'Apartment (3 bedrooms) in City Centre', 'Range': '1250.74-2701.61', 'Value': '1545.36'}, {'Item': 'Apartment (3 bedrooms) Outside of Centre', 'Range': '1000.59-2001.18', 'Value': '1314.42'}, {'Item': 'Apartment (Shared Room in a 3 Bedrooms Apartment) in City Centre', 'Range': '416.92-900.54', 'Value': '515.12'}, {'Item': 'Apartment (Shared Room in a 3 Bedrooms Apartment) Outside of Centre', 'Range': '333.53-667.07', 'Value': '438.14'}, {'Item': 'Price per Square Feet to Buy Apartment in City Centre', 'Range': '152.09-333.76', 'Value': '229.93'}, {'Item': 'Price per Square Feet to Buy Apartment Outside of Centre', 'Range': '119.76-125.07', 'Value': '121.29'}, {'Item': 'Average Monthly Net Salary (After Tax)', 'Range': 'N/A', 'Value': '3102.98'}, {'Item': 'Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate', 'Range': '3.53-4.85', 'Value': '4.17'}]}]"
3,Anchorage,AK,91.62,66.90,97.01,100.29,38.21,77.74,2021-07-23 06:01:51.163839+00:00,"[{'currency': 'USD', 'details': [{'Item': 'Estimated Monthly Costs Without Rent', 'Range': 'N/A', 'Value': '1240.88'}, {'Item': 'Meal, Inexpensive Restaurant', 'Range': '13.01-25.01', 'Value': '15.01'}, {'Item': 'Meal for 2 People, Mid-range Restaurant, Three-course', 'Range': '50.03-100.06', 'Value': '70.04'}, {'Item': 'McMeal at McDonalds (or Equivalent Combo Meal)', 'Range': '8.5-11.01', 'Value': '9.01'}, {'Item': 'Domestic Beer (1 pint draught)', 'Range': '3.0-10.01', 'Value': '6.01'}, {'Item': 'Imported Beer (12 oz small bottle)', 'Range': '6.5-10.01', 'Value': '7.76'}, {'Item': 'Cappuccino (regular)', 'Range': '3.0-6.01', 'Value': '4.56'}, {'Item': 'Coke/Pepsi (12 oz small bottle)', 'Range': '2.0-2.99', 'Value': '2.23'}, {'Item': 'Water (12 oz small bottle)', 'Range': '1.5-2.7', 'Value': '1.85'}, {'Item': 'Milk (regular), (1 gallon)', 'Range': '2.9-5.0', 'Value': '3.79'}, {'Item': 'Loaf of Fresh White Bread (1 lb)', 'Range': '2.0-5.0', 'Value': '3.65'}, {'Item': 'Rice (white), (1 lb)', 'Range': '1.0-5.0', 'Value': '3.36'}, {'Item': 'Eggs (regular) (12)', 'Range': '2.0-3.9', 'Value': '3.01'}, {'Item': 'Local Cheese (1 lb)', 'Range': '4.0-10.95', 'Value': '6.63'}, {'Item': 'Chicken Fillets (1 lb)', 'Range': '2.7-5.5', 'Value': '4.43'}, {'Item': 'Beef Round (1 lb) (or Equivalent Back Leg Red Meat)', 'Range': '5.0-10.01', 'Value': '8.12'}, {'Item': 'Apples (1 lb)', 'Range': '2.3-3.99', 'Value': '3.14'}, {'Item': 'Banana (1 lb)', 'Range': '0.69-3.0', 'Value': '0.99'}, {'Item': 'Oranges (1 lb)', 'Range': '0.91-5.0', 'Value': '2.97'}, {'Item': 'Tomato (1 lb)', 'Range': '1.9-3.0', 'Value': '2.67'}, {'Item': 'Potato (1 lb)', 'Range': '0.46-2.0', 'Value': '1.74'}, {'Item': 'Onion (1 lb)', 'Range': '0.99-2.5', 'Value': '1.65'}, {'Item': 'Lettuce (1 head)', 'Range': '1.99-3.0', 'Value': '2.44'}, {'Item': 'Water (1.5 liter bottle)', 'Range': '1.5-3.0', 'Value': '2.34'}, {'Item': 'Bottle of Wine (Mid-Range)', 'Range': '12.01-20.02', 'Value': '15.01'}, {'Item': 'Domestic Beer (0.5 liter bottle)', 'Range': '1.14-5.72', 'Value': '2.17'}, {'Item': 'Imported Beer (12 oz small bottle)', 'Range': '2.0-5.0', 'Value': '4.25'}, {'Item': 'Cigarettes 20 Pack (Marlboro)', 'Range': '9.5-12.01', 'Value': '10.01'}, {'Item': 'One-way Ticket (Local Transport)', 'Range': '2.0-3.0', 'Value': '2.0'}, {'Item': 'Monthly Pass (Regular Price)', 'Range': '60.04-60.04', 'Value': '60.04'}, {'Item': 'Taxi Start (Normal Tariff)', 'Range': '2.76-4.0', 'Value': '2.76'}, {'Item': 'Taxi 1 mile (Normal Tariff)', 'Range': '2.5-4.0', 'Value': '2.5'}, {'Item': 'Taxi 1hour Waiting (Normal Tariff)', 'Range': '35.02-50.03', 'Value': '41.53'}, {'Item': 'Gasoline (1 gallon)', 'Range': '2.45-3.7', 'Value': '2.91'}, {'Item': 'Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)', 'Range': '22513.39-32519.32', 'Value': '28016.66'}, {'Item': 'Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)', 'Range': '20011.9-25014.87', 'Value': '21368.2'}, {'Item': 'Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment', 'Range': '198.46-400.23', 'Value': '292.1'}, {'Item': '1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)', 'Range': 'N/A', 'Value': '0.15'}, {'Item': 'Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)', 'Range': '97.05-175.11', 'Value': '127.02'}, {'Item': 'Fitness Club, Monthly Fee for 1 Adult', 'Range': '24.96-110.06', 'Value': '69.96'}, {'Item': 'Tennis Court Rent (1 Hour on Weekend)', 'Range': 'N/A', 'Value': '15.01'}, {'Item': 'Cinema, International Release, 1 Seat', 'Range': '12.01-16.01', 'Value': '12.51'}, {'Item': 'Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child', 'Range': '800.48-1200.71', 'Value': '1000.59'}, {'Item': 'International Primary School, Yearly for 1 Child', 'Range': '6003.57-8004.76', 'Value': '7004.16'}, {'Item': '1 Pair of Jeans (Levis 501 Or Similar)', 'Range': '30.01-65.03', 'Value': '47.92'}, {'Item': '1 Summer Dress in a Chain Store (Zara, H&M, ...)', 'Range': '25.01-40.02', 'Value': '33.02'}, {'Item': '1 Pair of Nike Running Shoes (Mid-Range)', 'Range': '50.03-85.05', 'Value': '79.43'}, {'Item': '1 Pair of Men Leather Business Shoes', 'Range': '65.03-225.14', 'Value': '94.31'}, {'Item': 'Apartment (1 bedroom) in City Centre', 'Range': '1000.59-1500.89', 'Value': '1162.23'}, {'Item': 'Apartment (1 bedroom) Outside of Centre', 'Range': '800.48-1400.84', 'Value': '944.31'}, {'Item': 'Apartment (3 bedrooms) in City Centre', 'Range': '1650.98-2501.48', 'Value': '1896.43'}, {'Item': 'Apartment (3 bedrooms) Outside of Centre', 'Range': '1500.89-1801.07', 'Value': '1688.5'}, {'Item': 'Apartment (Shared Room in a 3 Bedrooms Apartment) in City Centre', 'Range': '550.33-833.82', 'Value': '632.14'}, {'Item': 'Apartment (Shared Room in a 3 Bedrooms Apartment) Outside of Centre', 'Range': '500.3-600.36', 'Value': '562.83'}, {'Item': 'Price per Square Feet to Buy Apartment in City Centre', 'Range': '200.12-458.01', 'Value': '279.37'}, {'Item': 'Price per Square Feet to Buy Apartment Outside of Centre', 'Range': '179.6-200.12', 'Value': '184.63'}, {'Item': 'Average Monthly Net Salary (After Tax)', 'Range': 'N/A', 'Value': '4367.76'}, {'Item': 'Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate', 'Range': '3.83-5.89', 'Value': '4.97'}]}]"
